timestamp,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1,825,0000,-364,0000,662,0000,783,0000,-899,0000,-814,0000,963,0000,6,2700,5,6700,-108,0000,-13,5000,-200,0000,-137,0000,448,0000,-0.79731956,10313714,0000,0.40327492,-0.64658412,-0.017607498,0.04772649,0.12448938
2484,0.095162655,-0.19263964,0.12333337,-0.096606575,0.27481227,-0.073486248,0.050372753,0.016409425,-0.39851324,-0.077833116,-0.024526499,-0.047341025,-0.053790631,-0.17536198,-15174792,0000,-15828079,0000,0.33875093,34641315,0000,-0.14966373,-0.74159623,0.20592479
2485,0.095195852,-0.19343797,0.12317842,-0.096649658,0.27471611,-0.073592489,0.05001814,0.016447168,-0.39864351,-0.077762093,-0.023929533,-0.047488973,-0.053656521,-0.1757509,-15329112,0000,-16206163,0000,0.29976769,36482938,0000,-0.17695536,-0.77063263,0.19123971
2486,0.095230127,-0.1942366,0.12302232,-0.096691303,0.27461842,-0.073694834,0.049665085,0.016585223,-0.39877768,-0.077819135,-0.023308146,-0.047760711,-0.053159751,-0.17590625,-14634672,0000,-16517375,0000,0.34681643,3880849,0000,-0.12325249,-0.81101658,0.19057221
2487,0.09526524,-0.19503475,0.12286791,-0.09673139,0.27451718,-0.073801733,0.049316344,0.016779562,-0.39883708,-0.077696978,-0.022655233,-0.04833284,-0.053217724,-0.17559909,-14145992,0000,-16532807,0000,0.39924217,40045199,0000,-0.09155899,-0.84706176,0.21193232
2488,0.095300114,-0.19583284,0.12271313,-0.09676968,0.27441948,-0.0739178,0.048967783,0.016911058,-0.39887862,-0.077635206,-0.021953155,-0.048435822,-0.054180902,-0.1753354,-12937153,0000,-16512231,0000,0.40999617,40582899,0000,-0.10300386,-0.87910192,0.22361362
2489,0.095335468,-0.19662973,0.12255853,-0.096806651,0.27431843,-0.074032489,0.048616705,0.017064185,-0.398792,-0.077567811,-0.021259655,-0.048853748,-0.05481363,-0.1753761,-14197432,0000,-16512231,0000,0.40999617,41483547,0000,-0.13381699,-0.94384975,0.21727234
2490,0.095371181,-0.1974259,0.1224001,-0.096844102,0.27421843,-0.074146879,0.048262391,0.017222652,-0.3986508,-0.077897399,-0.020752797,-0.049082635,-0.055289846,-0.17573224,-13965952,0000,-16869739,0000,0.36160318,42263211,0000,-0.14526186,-0.98523495,0.19123971
2491,0.095406175,-0.19822363,0.12224221,-0.096882032,0.27411498,-0.074257194,0.047911253,0.017277517,-0.39869363,-0.078107138,-0.020395242,-0.049610902,-0.05526335,-0.17569957,-14403192,0000,-16687127,0000,0.32530843,44225816,0000,-0.14614223,-10252852,0000,0.18990471
2492,0.09544015,-0.19902088,0.12208552,-0.096918045,0.27401067,-0.074371463,0.047563411,0.017219537,-0.39867996,-0.07815508,-0.019917451,-0.050119786,-0.055637645,-0.17534387,-14403192,0000,-16255031,0000,0.33337393,43930081,0000,-0.15758711,-10559903,0000,0.19991726
2493,0.095474665,-0.19981094,0.12193008,-0.096953458,0.27390818,-0.074484295,0.047216168,0.017227084,-0.39794997,-0.078067607,-0.019475299,-0.050344734,-0.055793255,-0.17499939,-14248872,0000,-16262747,0000,0.38311117,42532061,0000,-0.14174036,-10910342,0000,0.20725979
2494,0.095510318,-0.20060334,0.12177542,-0.096992167,0.2738056,-0.074598145,0.046864791,0.017346982,-0.39759967,-0.077919731,-0.01945114,-0.050534291,-0.056019616,-0.17513726,-14326032,0000,-16373343,0000,0.41671741,42276654,0000,-0.10124311,-10299577,0000,0.22695114
2495,0.095545851,-0.20139688,0.12162023,-0.097033573,0.27370273,-0.074709598,0.046507242,0.017430901,-0.39743328,-0.077855351,-0.019701465,-0.050714683,-0.055961027,-0.17586474,-14377472,0000,-15866659,0000,0.42478291,42464849,0000,-0.11004686,-0.94551851,0.23329242
2496,0.095580246,-0.20218742,0.12146521,-0.09707384,0.27359938,-0.074810745,0.04615173,0.017384198,-0.39700056,-0.077785881,-0.019787876,-0.05090694,-0.054883507,-0.17624299,-14428912,0000,-15936103,0000,0.39789792,39319304,0000,-0.11973099,-0.99624876,0.22528238
2497,0.09561464,-0.20298167,0.12130828,-0.097116384,0.27350015,-0.07491351,0.045798614,0.017346835,-0.3970259,-0.07792204,-0.020084694,-0.0506485,-0.054183282,-0.17630592,-14583232,0000,-16044127,0000,0.37907842,3794817,0000,-0.11532911,-10146051,0000,0.19357597
2498,0.095649694,-0.203767,0.12115302,-0.097161744,0.27340034,-0.075017653,0.045448675,0.017382853,-0.39615335,-0.077863197,-0.020603789,-0.050499256,-0.053760918,-0.17603867,-15097632,0000,-15853799,0000,0.39117667,37665877,0000,-0.12589361,-0.86341559,0.19023846
2499,0.095684029,-0.20455496,0.12099735,-0.097206265,0.27330495,-0.075123114,0.045097238,0.017339759,-0.39571896,-0.077858066,-0.02093517,-0.049938851,-0.053554854,-0.17597467,-15303392,0000,-15925815,0000,0.35488193,3724916,0000,-0.16022823,-0.75160878,0.19657974
2500,0.095716986,-0.2053422,0.12084071,-0.097250247,0.27320658,-0.07521737,0.044741246,0.017167469,-0.39529954,-0.077949834,-0.021146344,-0.049787739,-0.052269468,-0.17637888,-14943312,0000,-16309043,0000,0.34816068,36469495,0000,-0.15670673,-0.76729511,0.20659229
2501,0.095750002,-0.20612831,0.1206824,-0.097295727,0.27311205,-0.075309948,0.044380161,0.017035626,-0.39485016,-0.078191029,-0.021465087,-0.049283348,-0.05107339,-0.17721158,-14248872,0000,-16291039,0000,0.44360241,36671133,0000,-0.10212349,-0.79800026,0.21259982
2502,0.095783558,-0.20691969,0.12052463,-0.097340189,0.27302068,-0.075404443,0.044027286,0.016984081,-0.39501795,-0.078330054,-0.021618219,-0.048563442,-0.050308274,-0.17705681,-13785912,0000,-16309043,0000,0.46645465,37020637,0000,-0.090678616,-0.83004042,0.20592479
2503,0.095817413,-0.20770561,0.12036698,-0.097381834,0.27292893,-0.075505471,0.043678245,0.016972811,-0.3946069,-0.078429297,-0.021459095,-0.04802588,-0.050349326,-0.1765495,-14274592,0000,-16141863,0000,0.38579967,3794817,0000,-0.13557774,-0.81301909,0.21660484
2504,0.09585055,-0.20849178,0.12020615,-0.09742312,0.27283651,-0.075603981,0.043330523,0.016891887,-0.39430205,-0.078826265,-0.021295841,-0.047662938,-0.050130492,-0.17601183,-14917592,0000,-16190731,0000,0.40327492,3848587,0000,-0.11708986,-0.81368659,0.21026356
2505,0.095883806,-0.20927752,0.12004682,-0.097464226,0.27274121,-0.075704948,0.042977408,0.016839137,-0.39401621,-0.078994035,-0.021147262,-0.047660197,-0.050201102,-0.17612099,-14120272,0000,-16499371,0000,0.39117667,38889145,0000,-0.14438148,-0.83538045,0.20125226
2506,0.095918381,-0.21006141,0.11988947,-0.097503774,0.27265118,-0.075804836,0.042614765,0.016928752,-0.39360178,-0.078930517,-0.020872605,-0.047130723,-0.050149728,-0.17716105,-15046192,0000,-17062639,0000,0.36563593,3913111,0000,-0.12413286,-0.86241434,0.18489843
2507,0.095953135,-0.21084848,0.11973457,-0.097543322,0.27256116,-0.075910657,0.042250984,0.017018432,-0.39358782,-0.078634025,-0.02065288,-0.046707126,-0.050701855,-0.17810696,-14866152,0000,-17121795,0000,0.33337393,40999617,0000,-0.18047686,-0.84706176,0.16287082
2508,0.09598687,-0.21163494,0.11957854,-0.09758239,0.27247046,-0.076014261,0.041895832,0.016988304,-0.39351673,-0.078510682,-0.020429158,-0.046435357,-0.050921846,-0.17800081,-15766351,0000,-17533314,0000,0.36160318,41228139,0000,-0.14878336,-0.86174683,0.1788909
2509,0.096020486,-0.21242111,0.11942274,-0.097620081,0.27238024,-0.07612116,0.041548589,0.016952223,-0.3934299,-0.078388042,-0.020112365,-0.046170015,-0.051427411,-0.17712495,-14094552,0000,-18124874,0000,0.36429168,42128786,0000,-0.15318523,-0.86942312,0.18389717
2510,0.0960556,-0.21321021,0.11926713,-0.097655554,0.272286,-0.076229557,0.041198649,0.017073152,-0.39365405,-0.078271942,-0.019637219,-0.046360406,-0.051981656,-0.1766939,-15251952,0000,-18340922,0000,0.39117667,44414011,0000,-0.11532911,-0.8447255,0.21126481
2511,0.096091553,-0.21399877,0.11911079,-0.09768857,0.27219511,-0.076335798,0.040841999,0.017253791,-0.39377944,-0.07825098,-0.019011437,-0.046177161,-0.05220934,-0.17702017,-14840432,0000,-18500386,0000,0.34143943,46080881,0000,-0.15758711,-0.91147583,0.24330497
2512,0.096126906,-0.21478547,0.11895422,-0.097720389,0.27210384,-0.076436106,0.040474383,0.017338382,-0.393694,-0.078258176,-0.018390961,-0.046068911,-0.051798272,-0.17837774,-14377472,0000,-18670138,0000,0.39924217,47129395,0000,-0.13909924,-1045644,0000,0.22027611
2513,0.096162439,-0.21557236,0.11879734,-0.097750948,0.27201314,-0.076542166,0.040109823,0.017424022,-0.39364362,-0.078293888,-0.017768742,-0.045924785,-0.052044656,-0.17915821,-13734473,0000,-18770446,0000,0.42343866,4866184,0000,-0.12853474,-10573253,0000,0.18356342
2514,0.096199351,-0.21635888,0.11864017,-0.097778931,0.27192091,-0.076654878,0.039755569,0.01763036,-0.39356736,-0.078352422,-0.017013313,-0.045962898,-0.052906887,-0.17875194,-14428912,0000,-1867271,0000,0.38042267,5086641,0000,-0.16110861,-10309589,0000,0.17488588
2515,0.096236562,-0.21714499,0.11848024,-0.097805297,0.27182705,-0.076765552,0.039408026,0.017825395,-0.39346441,-0.07867488,-0.016247177,-0.04615635,-0.053392937,-0.1777558,-14608952,0000,-1882703,0000,0.33068543,50799197,0000,-0.18840023,-10589941,0000,0.1782234
2516,0.096272934,-0.21793139,0.11832115,-0.097832561,0.27173559,-0.076870234,0.03905569,0.017897528,-0.39341201,-0.078848962,-0.015724153,-0.046071443,-0.053182573,-0.17743826,-14248872,0000,-18747298,0000,0.35891468,50503462,0000,-0.14702261,-11347557,0000,0.19791475
2517,0.096309366,-0.21871882,0.11816134,-0.097861503,0.27164048,-0.076974257,0.038691909,0.017961223,-0.39347196,-0.079060135,-0.015473515,-0.046367838,-0.052948362,-0.17832872,-14274592,0000,-1842837,0000,0.40999617,50086745,0000,-0.11620949,-11818147,0000,0.21059731
2518,0.096347236,-0.21949977,0.11800033,-0.097891044,0.27154576,-0.077083673,0.038324233,0.018155993,-0.39287277,-0.079348923,-0.015332924,-0.046566608,-0.05330029,-0.17943058,-14120272,0000,-1823547,0000,0.41268467,49925435,0000,-0.13821886,-11798122,0000,0.20826105
2519,0.096385466,-0.2202812,0.11784088,-0.097920945,0.27144902,-0.077188535,0.037962909,0.018347764,-0.39244135,-0.079424139,-0.015256404,-0.046926948,-0.053126432,-0.1796769,-14686112,0000,-18078578,0000,0.34816068,49239867,0000,-0.11356836,-11294157,0000,0.1892372
2520,0.096422976,-0.22106311,0.11768353,-0.097952044,0.27134912,-0.077292438,0.03761249,0.018429273,-0.39214416,-0.0792746,-0.015315027,-0.047531614,-0.052891461,-0.1787834,-14660392,0000,-17749362,0000,0.31455444,48487088,0000,-0.16727123,-10730116,0000,0.17288337
2521,0.096461086,-0.22184113,0.11752869,-0.09798506,0.27125152,-0.077391368,0.037265607,0.018554399,-0.39151691,-0.078903303,-0.015553672,-0.047785242,-0.052206153,-0.17771505,-15329112,0000,-1795255,0000,0.33471818,46013668,0000,-0.15582636,-10853605,0000,0.19090596
2522,0.096499915,-0.22262376,0.11737218,-0.098021013,0.27115191,-0.077490597,0.036912491,0.018726408,-0.39147652,-0.078774035,-0.016038207,-0.048189468,-0.051687861,-0.17748356,-14197432,0000,-1769535,0000,0.38445542,45314658,0000,-0.11004686,-10616641,0000,0.21927485
2523,0.096538025,-0.2233971,0.11721621,-0.098057205,0.27105162,-0.077583116,0.036547871,0.018792107,-0.39051541,-0.078616701,-0.0164498,-0.048579975,-0.050602105,-0.17844885,-13605873,0000,-17433006,0000,0.4973724,43862869,0000,-0.070429993,-10226151,0000,0.21860735
2524,0.096575476,-0.22417302,0.11705771,-0.098094656,0.27094741,-0.077676233,0.03618421,0.018778759,-0.39000419,-0.0787425,-0.016904913,-0.049285463,-0.04979343,-0.17912522,-13374393,0000,-1774679,0000,0.4812414,42706814,0000,-0.076592617,-0.99791752,0.20826105
2525,0.096613765,-0.22494816,0.11689443,-0.098134923,0.27084578,-0.077771268,0.035827919,0.018851965,-0.38951733,-0.079322504,-0.017550634,-0.049591004,-0.049338236,-0.17892927,-14223152,0000,-18130018,0000,0.36294743,43567134,0000,-0.14614223,-0.87109188,0.18489843
2526,0.096652295,-0.22572407,0.11672593,-0.098174111,0.27073984,-0.077867981,0.035481215,0.018934506,-0.38920573,-0.080307826,-0.01795935,-0.050266847,-0.049141851,-0.17781378,-15740631,0000,-17985986,0000,0.32665268,44897941,0000,-0.15934786,-0.78031142,0.19691349
2527,0.096689386,-0.22650317,0.11655408,-0.098210184,0.27063563,-0.077957263,0.035136549,0.018856724,-0.38927403,-0.081431635,-0.017974726,-0.050634961,-0.048241734,-0.17671766,-13863072,0000,-18050286,0000,0.35219343,43768771,0000,-0.16022823,-0.85807557,0.20225352
2528,0.096726717,-0.22727729,0.11638055,-0.098246856,0.2705293,-0.07805086,0.034779659,0.018818464,-0.38883132,-0.082498473,-0.018046958,-0.051140375,-0.047953065,-0.17706314,-14248872,0000,-18142878,0000,0.42478291,43042876,0000,-0.11444874,-0.93250219,0.19190722
2529,0.096765306,-0.22805255,0.1162045,-0.098285684,0.27042317,-0.07814925,0.034415338,0.018913683,-0.38859101,-0.083603598,-0.018320455,-0.051525525,-0.048201505,-0.17808256,-13811632,0000,-18256046,0000,0.40596342,43956966,0000,-0.14438148,-0.91681586,0.19357597
2530,0.096803595,-0.22882697,0.11603031,-0.098323555,0.2703202,-0.078253813,0.034052276,0.018959915,-0.38831486,-0.084301952,-0.018443379,-0.051517269,-0.049017439,-0.17877226,-15046192,0000,-18459234,0000,0.35488193,45664163,0000,-0.17343386,-0.87976942,0.19157346
2531,0.096840027,-0.22959917,0.11585785,-0.098358908,0.27021829,-0.078352862,0.033697064,0.018811133,-0.38787225,-0.084686865,-0.018290042,-0.051405212,-0.049118913,-0.17853905,-14763272,0000,-19086802,0000,0.33068543,46295961,0000,-0.14085999,-0.92782967,0.19924975
2532,0.09687622,-0.23037389,0.1156845,-0.098393602,0.27011666,-0.078451313,0.033347364,0.018668141,-0.38776981,-0.085084669,-0.018101476,-0.051286785,-0.049140173,-0.1778012,-14145992,0000,-19313137,0000,0.39924217,47949388,0000,-0.14878336,-0.98757122,0.18623344
2533,0.096913251,-0.23115071,0.11551522,-0.098426918,0.27001417,-0.078548565,0.032997904,0.018637643,-0.3878976,-0.084995455,-0.017812785,-0.051278333,-0.049037331,-0.17718697,-14917592,0000,-19673217,0000,0.37370142,49132327,0000,-0.14702261,-10373002,0000,0.22628364
2534,0.096950282,-0.23192669,0.11534798,-0.098456999,0.26991696,-0.078648094,0.032637718,0.018613234,-0.38791594,-0.084720349,-0.01725827,-0.050744273,-0.049182768,-0.17776815,-14531792,0000,-20131033,0000,0.32127568,51404109,0000,-0.16815161,-1050984,0000,0.20458978
2535,0.096986654,-0.23270459,0.11518033,-0.098483304,0.26981696,-0.078743249,0.032276514,0.018527799,-0.38812235,-0.084542206,-0.016437155,-0.050595055,-0.048861684,-0.17833499,-14943312,0000,-20341937,0000,0.39386517,54159821,0000,-0.16815161,-10549891,0000,0.17688839
2536,0.097023266,-0.23348134,0.11501201,-0.098506733,0.26971955,-0.078843257,0.031917287,0.018483427,-0.38817364,-0.084465611,-0.015492643,-0.050216831,-0.049090182,-0.1785907,-14094552,0000,-20480825,0000,0.33875093,55006699,0000,-0.16286936,-1090033,0000,0.18356342
2537,0.097060058,-0.23425816,0.11484261,-0.098530522,0.26961994,-0.078943085,0.031564411,0.018465896,-0.38822066,-0.084512186,-0.014772987,-0.05013474,-0.049255004,-0.17816011,-14326032,0000,-20768889,0000,0.34412793,55571284,0000,-0.18135723,-11267457,0000,0.18289592
2538,0.097095411,-0.2350339,0.11467148,-0.09855467,0.26952273,-0.079044652,0.03121585,0.018308067,-0.38815041,-0.084723225,-0.014233205,-0.049829398,-0.049560641,-0.1773842,-14300312,0000,-20786893,0000,0.38445542,57372578,0000,-0.18487873,-11544471,0000,0.20325477
2539,0.097129446,-0.23580994,0.11449782,-0.098577321,0.26942771,-0.079139627,0.030862795,0.018049965,-0.38812418,-0.085143723,-0.013651587,-0.04936462,-0.049146006,-0.17721289,-13400113,0000,-20583705,0000,0.37907842,58071588,0000,-0.16110861,-12395537,0000,0.20692604
2540,0.097163721,-0.23658418,0.11432453,-0.098598593,0.2693327,-0.079236519,0.030504646,0.017867461,-0.38792343,-0.085444167,-0.013048466,-0.048992779,-0.049006054,-0.17758517,-13914512,0000,-20858909,0000,0.37504567,57144056,0000,-0.12325249,-13006303,0000,0.21226607
2541,0.097199255,-0.23735878,0.1141528,-0.098620524,0.2692374,-0.079335389,0.030147217,0.017847295,-0.38779878,-0.08552873,-0.012631888,-0.048724088,-0.049091828,-0.17781108,-13631593,0000,-21062097,0000,0.38579967,58340438,0000,-0.13205624,-12725951,0000,0.21360107
2542,0.097234668,-0.2381356,0.11397945,-0.098642035,0.26913616,-0.079436356,0.029791704,0.017819175,-0.38792077,-0.085758161,-0.012256672,-0.049103541,-0.049370171,-0.17780008,-14043112,0000,-20557985,0000,0.36429168,59362068,0000,-0.14966373,-12031748,0000,0.22094361
2543,0.097269662,-0.23890666,0.11380759,-0.098662648,0.26903425,-0.079529294,0.029437571,0.017754736,-0.38744312,-0.085791913,-0.011866626,-0.049474212,-0.048789906,-0.17765344,-14506072,0000,-20056445,0000,0.32396418,57775853,0000,-0.17607498,-12539051,0000,0.19424348
2544,0.097305315,-0.23967371,0.11363604,-0.098685658,0.26892572,-0.07962307,0.029083557,0.017769093,-0.38665953,-0.08578895,-0.011794278,-0.050432281,-0.048409579,-0.17752416,-14788992,0000,-20192761,0000,0.31321019,54724406,0000,-0.12237211,-13179854,0000,0.19090596
2545,0.097342047,-0.2404449,0.11346478,-0.098712922,0.26881738,-0.079715409,0.028725768,0.01788844,-0.38644611,-0.085756614,-0.012161834,-0.051179572,-0.047961513,-0.17779823,-13683033,0000,-19984429,0000,0.39252092,54361459,0000,-0.11268799,-12215311,0000,0.22428113
2546,0.097378658,-0.24121099,0.11329724,-0.098741145,0.2687031,-0.079808946,0.028369177,0.017971929,-0.38576604,-0.085359241,-0.012551752,-0.052371812,-0.047722888,-0.17789764,-13554433,0000,-19804389,0000,0.39520942,53931299,0000,-0.11532911,-11160656,0000,0.23128991
2547,0.097414851,-0.24198289,0.11313144,-0.098769128,0.26858882,-0.079900206,0.028016062,0.017996778,-0.38580323,-0.084867563,-0.01283971,-0.053325603,-0.047304299,-0.17762964,-13888792,0000,-19670645,0000,0.33068543,52371969,0000,-0.16903198,-10770167,0000,0.19324222
2548,0.097451762,-0.24274797,0.11296444,-0.09879837,0.26847252,-0.079993383,0.027664265,0.018088565,-0.38514987,-0.08459407,-0.013195925,-0.054289978,-0.047161174,-0.1772834,-15380552,0000,-19518897,0000,0.30514469,50315267,0000,-0.16463011,-10332952,0000,0.19991726
2549,0.097489273,-0.24351022,0.11279511,-0.098830787,0.2683569,-0.080087519,0.02731115,0.018221913,-0.38434556,-0.084608964,-0.013798471,-0.05499437,-0.047142547,-0.17713824,-14943312,0000,-19776097,0000,0.34681643,4914577,0000,-0.16463011,-10142714,0000,0.21126481
2550,0.097526424,-0.244275,0.11262505,-0.098864463,0.26823696,-0.080183333,0.026949706,0.018292638,-0.38395379,-0.084692787,-0.014406346,-0.055989294,-0.047295426,-0.17785501,-13117193,0000,-20020437,0000,0.41671741,5000609,0000,-0.09331974,-0.97355365,0.22261237
2551,0.097563455,-0.24503797,0.11245511,-0.098895861,0.26812009,-0.080276151,0.026586943,0.018337241,-0.38346059,-0.084747857,-0.014664946,-0.056478456,-0.047118133,-0.17856026,-13245793,0000,-19845541,0000,0.44763516,51108375,0000,-0.10476461,-0.98089618,0.2189411
2552,0.097600966,-0.24580215,0.11228254,-0.098925223,0.26799824,-0.080370706,0.026227536,0.018420855,-0.38318588,-0.085055577,-0.014668091,-0.057368322,-0.047150056,-0.1787889,-14788992,0000,-19830109,0000,0.36025893,50261497,0000,-0.15670673,-10476465,0000,0.19090596
2553,0.097637937,-0.24656752,0.11211039,-0.098955123,0.26787667,-0.080471434,0.025874121,0.018433815,-0.38308596,-0.085259801,-0.014724538,-0.05805147,-0.047792787,-0.1783726,-15586311,0000,-20102741,0000,0.29976769,50476577,0000,-0.17959648,-10529865,0000,0.18823595
2554,0.097673171,-0.24732965,0.11193961,-0.098985443,0.2677505,-0.080574079,0.025520167,0.018270413,-0.38268244,-0.085285353,-0.014811639,-0.059058161,-0.048498719,-0.17809349,-15251952,0000,-20084737,0000,0.36429168,52331642,0000,-0.16110861,-0.99090873,0.19858225
2555,0.097708404,-0.24809227,0.11176854,-0.099012947,0.26762855,-0.08067199,0.025163277,0.018139692,-0.38240757,-0.08533577,-0.014599688,-0.059441668,-0.048590087,-0.17816381,-14737552,0000,-19932989,0000,0.40058642,53178519,0000,-0.14966373,-10249514,0000,0.21927485
2556,0.097744597,-0.24885261,0.11159938,-0.099038234,0.26750669,-0.080766126,0.024798657,0.018130999,-0.38195997,-0.085184347,-0.014208416,-0.059738909,-0.048285677,-0.17899306,-14763272,0000,-20593993,0000,0.39655367,51619189,0000,-0.11092724,-11280807,0000,0.22695114
2557,0.097780969,-0.24961307,0.11143028,-0.099064839,0.26738311,-0.080863498,0.02443919,0.018142011,-0.38161388,-0.08505722,-0.014027236,-0.060149245,-0.048365723,-0.17914113,-14814712,0000,-21108392,0000,0.41671741,53070979,0000,-0.16374973,-11511095,0000,0.17488588
2558,0.097815903,-0.25037766,0.11126148,-0.099090485,0.26725924,-0.080964465,0.024083678,0.018007005,-0.38175046,-0.084925554,-0.013786409,-0.060506294,-0.048789286,-0.1788641,-15740631,0000,-21249852,0000,0.31052169,55974559,0000,-0.19456285,-10439753,0000,0.17722214
2559,0.097850537,-0.25114058,0.11109472,-0.099112716,0.26713508,-0.081063335,0.023729964,0.017869047,-0.38169194,-0.084616497,-0.013252207,-0.060820697,-0.048918414,-0.17846272,-16229311,0000,-2163308,0000,0.2567517,58206013,0000,-0.2350601,-10112676,0000,0.18122716
2560,0.097885651,-0.25190355,0.1109285,-0.09913261,0.26701543,-0.08115795,0.023373253,0.017806611,-0.38165112,-0.08431531,-0.012591147,-0.06062161,-0.048596281,-0.17844122,-14917592,0000,-22111472,0000,0.34412793,58474863,0000,-0.18487873,-10930367,0000,0.1885697
2561,0.097920825,-0.25266857,0.11076096,-0.099152743,0.26689377,-0.081253524,0.023007015,0.017762661,-0.3818222,-0.084206198,-0.012086264,-0.060663664,-0.048434437,-0.17937677,-13991672,0000,-22389248,0000,0.4731759,59348625,0000,-0.10828611,-11728034,0000,0.22161111
2562,0.09795474,-0.25343352,0.11058953,-0.099172517,0.26677767,-0.081349817,0.022639699,0.017601664,-0.38195306,-0.084508389,-0.011646404,-0.060141245,-0.04837688,-0.18023307,-13220073,0000,-2259758,0000,0.4785529,619027,0000,-0.18135723,-12332125,0000,0.19657974
2563,0.097988416,-0.25419596,0.11041791,-0.099189714,0.26666176,-0.081447369,0.022280472,0.0174489,-0.38180609,-0.08476813,-0.011036861,-0.059704147,-0.048456662,-0.18010917,-14737552,0000,-22517848,0000,0.33606243,64066942,0000,-0.15758711,-12926203,0000,0.20225352
2564,0.098021972,-0.25495905,0.11024678,-0.099204335,0.26654795,-0.081543602,0.021929753,0.017314701,-0.38175442,-0.08492797,-0.010291562,-0.059143545,-0.04838866,-0.17915917,-14866152,0000,-22450976,0000,0.30783319,64604642,0000,-0.2033666,-13403467,0000,0.16253707
2565,0.098056067,-0.25572137,0.11007379,-0.099218057,0.26643281,-0.081642652,0.021575919,0.017261273,-0.3816352,-0.085241611,-0.0096054494,-0.058829279,-0.04861589,-0.17871076,-14583232,0000,-22728752,0000,0.35488193,64201367,0000,-0.18311798,-13623744,0000,0.1795584
2566,0.098089922,-0.25648213,0.10990319,-0.099232498,0.26632466,-0.08174272,0.021214295,0.017194564,-0.38138402,-0.085252824,-0.0091284559,-0.057877989,-0.048899546,-0.179131,-13785912,0000,-22980807,0000,0.34950493,65330537,0000,-0.19104136,-13310017,0000,0.21093106
2567,0.098124197,-0.25724678,0.1097338,-0.0992464,0.26621575,-0.081837515,0.020841945,0.01718314,-0.38157256,-0.085141967,-0.0086929413,-0.057193647,-0.048599153,-0.18053979,-14531792,0000,-2261044,0000,0.34547218,66217741,0000,-0.16198898,-13246604,0000,0.20058476
2568,0.098159371,-0.25800934,0.10956482,-0.099259103,0.26610933,-0.081927937,0.020473311,0.017263885,-0.38151367,-0.085011328,-0.00822468,-0.056396906,-0.047921426,-0.18129531,-14017392,0000,-22165484,0000,0.32261993,64120712,0000,-0.16727123,-13900757,0000,0.18122716
2569,0.098194724,-0.25876536,0.1093974,-0.099273424,0.26599908,-0.082022911,0.020114742,0.017346447,-0.38081342,-0.084751024,-0.0080118521,-0.056143014,-0.047834634,-0.18089305,-13837352,0000,-22227212,0000,0.39252092,6179516,0000,-0.15670673,-14014233,0000,0.17388462
2570,0.098229239,-0.25952229,0.10923028,-0.099290741,0.26589246,-0.082120823,0.019762346,0.017328622,-0.3803431,-0.084512827,-0.0081412083,-0.05557558,-0.048058818,-0.17995405,-13554433,0000,-22157768,0000,0.38042267,61781717,0000,-0.14702261,-12735964,0000,0.21560358
2571,0.098263753,-0.26027999,0.10906382,-0.099308059,0.26578489,-0.082216636,0.019406235,0.017314352,-0.38004474,-0.08425635,-0.0082446823,-0.055217504,-0.048028443,-0.17957437,-14660392,0000,-21591928,0000,0.31052169,62037125,0000,-0.16815161,-11534458,0000,0.21293357
2572,0.098299586,-0.26103427,0.10889676,-0.099324357,0.26567665,-0.082302024,0.01903766,0.017434762,-0.37946451,-0.084111088,-0.0082255997,-0.054998152,-0.046961516,-0.18051698,-14608952,0000,-21537916,0000,0.27825969,5899912,0000,-0.17871611,-12425575,0000,0.20492353
2573,0.098336198,-0.26179084,0.10873036,-0.099343532,0.2655639,-0.082389928,0.01866579,0.017608987,-0.37922802,-0.08392897,-0.008497964,-0.055273278,-0.04635964,-0.18160063,-14223152,0000,-21604788,0000,0.35084918,56821436,0000,-0.16286936,-12879477,0000,0.17254962
2574,0.098371971,-0.26254201,0.10856378,-0.099365942,0.26545442,-0.08248011,0.018300211,0.017664482,-0.37849953,-0.083801242,-0.0090394176,-0.055167422,-0.046105839,-0.18183838,-14274592,0000,-21437608,0000,0.41806166,56942418,0000,-0.12237211,-11834835,0000,0.18289592
2575,0.098407564,-0.26329306,0.10839366,-0.099388233,0.26534272,-0.082572089,0.017945658,0.017690901,-0.37790476,-0.084052598,-0.0094606031,-0.055303225,-0.046082567,-0.18092603,-13657313,0000,-21473616,0000,0.39386517,57816181,0000,-0.13469736,-1096708,0000,0.20458978
2576,0.098444296,-0.26404405,0.10822444,-0.099408367,0.2652317,-0.082657476,0.017592662,0.017825886,-0.37742296,-0.084163809,-0.0095818289,-0.055344776,-0.045404816,-0.18004036,-15123352,0000,-21751392,0000,0.28901369,57520446,0000,-0.18399836,-1091368,0000,0.20358852
2577,0.098481207,-0.26479289,0.1080551,-0.099427781,0.2651155,-0.082743523,0.017231877,0.017951851,-0.3768218,-0.084264755,-0.0096069019,-0.055895717,-0.044928522,-0.1801108,-15740631,0000,-21867132,0000,0.30917744,56821436,0000,-0.15846748,-11404295,0000,0.19991726
