timestamp,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1,825,0000,-364,0000,662,0000,783,0000,-899,0000,-814,0000,963,0000,6,2700,5,6700,-108,0000,-13,5000,-200,0000,-137,0000,448,0000,-0.79731956,10313714,0000,0.40327492,-0.64658412,-0.017607498,0.04772649,0.12448938
6728,0.19498478,0.0085834614,0.085001231,-0.044761619,-0.23612164,-0.097287638,0.29331438,0.0041209088,-0.41901456,0.090614755,0.079235373,0.077876039,-0.019004964,-0.040273128,-15766351,0000,34902021,0000,0.38176692,-18752284,0000,0.010564499,-0.060742805,0.19090596
6729,0.19499287,0.0077474418,0.085182013,-0.044607382,-0.2359714,-0.097326048,0.2932429,0.0041056544,-0.41881361,0.090570001,0.078811991,0.077324241,-0.019044906,-0.039367087,-16923751,0000,31532703,0000,0.31858718,-20607348,0000,0.039616871,-0.082102913,0.19123971
6730,0.19500072,0.0069084263,0.085363694,-0.044452306,-0.23582462,-0.097366015,0.29317375,0.0040694963,-0.41895244,0.090624093,0.078557181,0.076537682,-0.019232663,-0.038408566,-16306471,0000,32330022,0000,0.37638992,-19531949,0000,-0.021128998,-0.085106678,0.17088086
6731,0.19500845,0.0060739647,0.085543937,-0.044295613,-0.23567908,-0.097405683,0.2931034,0.0040285815,-0.41860811,0.09052354,0.078515115,0.075783783,-0.019352915,-0.037761599,-16126431,0000,31815623,0000,0.40327492,-20002436,0000,0.054583244,-0.049061497,0.20625854
6732,0.19501654,0.0052372262,0.085722502,-0.044139458,-0.23553805,-0.097443134,0.29303437,0.0040317926,-0.41856034,0.090275328,0.078427542,0.074730072,-0.019227405,-0.037112187,-14814712,0000,26774505,0000,0.43419266,-20432596,0000,0.073951492,-0.082770416,0.20525728
6733,0.19502492,0.0043992891,0.085903763,-0.043982705,-0.23539587,-0.097479326,0.29296277,0.0040643375,-0.41864198,0.090346402,0.078417403,0.074002138,-0.019001159,-0.036850334,-16383631,0000,25051266,0000,0.38579967,-17663441,0000,-0.00088037491,-0.092782967,0.1795584
6734,0.19503301,0.0035611723,0.086086582,-0.043823374,-0.23525609,-0.097513721,0.29289002,0.0040603974,-0.41872526,0.090559063,0.078666946,0.073180105,-0.018640393,-0.03675469,-17206671,0000,21321868,0000,0.2352437,-18107044,0000,-0.023770123,-0.084439175,0.18189466
6735,0.1950408,0.0027214977,0.086266106,-0.043661587,-0.23511592,-0.097546318,0.29281997,0.0040272911,-0.41894767,0.09039962,0.079112257,0.07256084,-0.018172033,-0.036408533,-16795151,0000,20241629,0000,0.33471818,-16090669,0000,-0.037856121,-0.11914935,0.16453958
6736,0.19504865,0.0018808042,0.08644581,-0.043499081,-0.23497556,-0.097579933,0.29274717,0.0040068056,-0.41922749,0.090290042,0.079540413,0.072084593,-0.017899196,-0.036407238,-15972111,0000,1746387,0000,0.40193067,-15028712,0000,0.030813122,-0.12215311,0.20325477
6737,0.1950568,0.0010424479,0.086627011,-0.043333819,-0.23483328,-0.097613909,0.29267167,0.0040203714,-0.41921762,0.090352173,0.080158581,0.071895354,-0.01771688,-0.036675856,-15303392,0000,12757113,0000,0.41940591,-14235605,0000,0.042257996,-0.13416817,0.20992981
6738,0.19506495,0.00020175439,0.086806295,-0.043169515,-0.23468938,-0.097649622,0.29259132,0.0040312241,-0.41944345,0.090210142,0.080557241,0.071906924,-0.017744808,-0.037376104,-16383631,0000,12499913,0000,0.38042267,-12152018,0000,0.019368248,-0.17455213,0.19190722
6739,0.19507304,-0.00063869931,0.086985459,-0.043005211,-0.2345449,-0.097687012,0.29250527,0.0040339176,-0.41960013,0.09008453,0.080876159,0.071973724,-0.01793492,-0.038505553,-16743711,0000,12088393,0000,0.29170219,-10592688,0000,-0.045779495,-0.16086831,0.18122716
6740,0.19508089,-0.001479093,0.087166061,-0.042841087,-0.23440041,-0.097722905,0.29242108,0.0040120959,-0.41971947,0.090127854,0.081113327,0.072027164,-0.017937216,-0.039223365,-17180951,0000,0.95935548,0.30917744,-1060613,0000,-0.023770123,-0.19357597,0.18489843
6741,0.19508886,-0.0023205653,0.087347742,-0.042679959,-0.23425018,-0.097761494,0.29233342,0.0040066268,-0.41992281,0.090270365,0.081003454,0.072645159,-0.018208696,-0.040145154,-16537951,0000,0.99021946,0.34009518,-0.90468007,-0.0088037491,-0.25932505,0.18957095
6742,0.19509695,-0.0031608993,0.087529124,-0.042516794,-0.23409889,-0.097803319,0.29224611,0.0040142397,-0.41997164,0.090354419,0.081119279,0.073245007,-0.018749453,-0.040846631,-16357911,0000,0.98250346,0.40058642,-0.81058258,0.010564499,-0.27367638,0.19357597
6743,0.19510516,-0.0039977577,0.087709906,-0.042353329,-0.23394482,-0.097846822,0.29215473,0.0040323074,-0.41966316,0.090361743,0.081241905,0.074002935,-0.019349828,-0.04181527,-16074991,0000,12602793,0000,0.37101292,-0.93559781,0.013205624,-0.29370148,0.1995835
6744,0.19511325,-0.0048378519,0.087891047,-0.042189265,-0.23378951,-0.097888527,0.29206299,0.0040347842,-0.41973994,0.090403545,0.081399935,0.074733893,-0.019650381,-0.042626147,-16460791,0000,14171712,0000,0.36698018,-0.9920563,0.0070429993,-0.34476548,0.18523218
6745,0.19512122,-0.0056730325,0.08807153,-0.042025801,-0.23363592,-0.097927176,0.29197251,0.0040247774,-0.41931002,0.090371078,0.081466429,0.075146099,-0.019585217,-0.043148999,-16126431,0000,13554433,0000,0.40193067,-10458263,0000,0.031693497,-0.36779435,0.20091851
6746,0.19512931,-0.0065135461,0.088252371,-0.041864673,-0.23348233,-0.097961751,0.29188119,0.0040287602,-0.41949937,0.090381059,0.081285936,0.075475864,-0.019125616,-0.043651187,-15946391,0000,16975191,0000,0.37235717,-10081873,0000,0.025530872,-0.32273787,0.20025101
6747,0.19513734,-0.0073471688,0.088433034,-0.041701627,-0.23332615,-0.09799273,0.29179023,0.0040259469,-0.41896177,0.090371067,0.081333287,0.075998526,-0.01839842,-0.044016973,-16435071,0000,19289989,0000,0.38848817,-1109006,0000,-0.0044018745,-0.26967136,0.18589968
6748,0.19514519,-0.0081805517,0.088612318,-0.041539361,-0.23317122,-0.098020294,0.29170125,0.0040057303,-0.41850771,0.090225257,0.081293261,0.076292039,-0.017475101,-0.044111867,-15997831,0000,20318789,0000,0.38042267,-12662832,0000,0.0035214996,-0.29370148,0.18556593
6749,0.19515328,-0.0090141145,0.088790463,-0.041377634,-0.23301523,-0.098047678,0.29161999,0.0040135116,-0.41816245,0.089994749,0.081207321,0.076632302,-0.016718481,-0.043414798,-15534872,0000,19881549,0000,0.41134042,-12461195,0000,0.012325249,-0.30905405,0.19090596
6750,0.1951613,-0.009846419,0.088969627,-0.041216446,-0.23286174,-0.098074882,0.29153868,0.0040137589,-0.4177604,0.089912215,0.081084648,0.076655227,-0.016095208,-0.042863131,-15920671,0000,17206671,0000,0.41268467,-12528407,0000,0.024650497,-0.2479775,0.20225352
6751,0.19516909,-0.010684236,0.089148132,-0.041054419,-0.23270949,-0.09809939,0.29146024,0.0039899803,-0.41799004,0.089780279,0.081070385,0.07654895,-0.015326936,-0.042134178,-15843511,0000,1797827,0000,0.39520942,-12420867,0000,0.023770123,-0.20058476,0.20325477
6752,0.19517682,-0.011518098,0.089327716,-0.040892512,-0.23255954,-0.098122459,0.29137965,0.0039649687,-0.41777827,0.089782582,0.081046996,0.076233807,-0.014568514,-0.041766738,-15920671,0000,16229311,0000,0.34950493,-12622505,0000,-0.020248623,-0.17488588,0.18823595
6753,0.19518419,-0.012353818,0.089509577,-0.04073486,-0.2324117,-0.098145709,0.29129888,0.0039090057,-0.41779461,0.090012123,0.08060284,0.075770787,-0.013979753,-0.041490763,-16872311,0000,16357911,0000,0.33471818,-12259557,0000,-0.021128998,-0.19357597,0.18556593
6754,0.19519157,-0.013187441,0.089690718,-0.040577507,-0.23226578,-0.098169977,0.29122284,0.0038642244,-0.41759795,0.09012386,0.080217561,0.07520863,-0.013610607,-0.040796596,-16203591,0000,1756675,0000,0.36832442,-1157399,0000,-0.020248623,-0.1892372,0.18823595
6755,0.19519894,-0.014019686,0.0898715,-0.040420933,-0.23211948,-0.098195144,0.29114704,0.0038284102,-0.41730281,0.090177296,0.079831441,0.074797248,-0.013405174,-0.040217296,-16023551,0000,10699514,0000,0.42747141,-12958567,0000,0.035214996,-0.20826105,0.20325477
6756,0.19520619,-0.014855525,0.090051923,-0.0402634,-0.23197557,-0.098222228,0.29107327,0.0037877816,-0.41742623,0.09018408,0.079618418,0.074228457,-0.013432574,-0.039550133,-15663471,0000,10905274,0000,0.41671741,-11076618,0000,0.023770123,-0.23262492,0.19257472
6757,0.19521362,-0.015690766,0.090230608,-0.040105628,-0.23183061,-0.098249971,0.29099939,0.0037732447,-0.41746503,0.090015748,0.079471965,0.073878877,-0.013520402,-0.03902838,-16203591,0000,0.74587959,0.38714392,-10848095,0000,-0.016727123,-0.18456468,0.19090596
6758,0.19522075,-0.016526606,0.090409951,-0.03994462,-0.23168699,-0.098276457,0.29092575,0.0037316609,-0.41755601,0.089946991,0.079678377,0.073464997,-0.013464837,-0.038587011,-16820871,0000,0.26491586,0.34816068,-1135891,0000,-0.018487873,-0.20892855,0.18957095
6759,0.19522782,-0.017364842,0.090589235,-0.039783013,-0.23153964,-0.098303841,0.29085396,0.0036923943,-0.41786847,0.089885997,0.079903436,0.073507795,-0.013510269,-0.038048159,-16537951,0000,-0.043723976,0.32127568,-0.89795882,-0.04842062,-0.21526983,0.18623344
6760,0.19523477,-0.0182023,0.090765224,-0.039619368,-0.23139228,-0.098331884,0.29077768,0.0036490037,-0.41804053,0.089507629,0.080287206,0.073542051,-0.013612523,-0.038066489,-16640831,0000,-0.19547189,0.39655367,-0.81461533,-0.0088037491,-0.16687584,0.20358852
6761,0.19524154,-0.019039518,0.09094283,-0.039453626,-0.23124252,-0.098360346,0.29069883,0.0035963035,-0.41815422,0.089366726,0.080803946,0.073809124,-0.013736269,-0.038338807,-15431992,0000,-0.51697172,0.38983242,-0.79176309,0.00088037491,-0.18990471,0.20425603
6762,0.19524849,-0.019878294,0.091121814,-0.039288004,-0.23109066,-0.098391985,0.2906165,0.0035721311,-0.41840097,0.08939182,0.08120535,0.074233706,-0.01415285,-0.038904211,-16589391,0000,-0.66357564,0.33606243,-0.57399463,-0.020248623,-0.25098126,0.19390973
6763,0.19525538,-0.02071689,0.091299421,-0.039119985,-0.23093755,-0.098426439,0.29052805,0.0035467936,-0.41858039,0.089274079,0.081766172,0.074698005,-0.014767745,-0.039967726,-16923751,0000,-0.68415163,0.29304644,-0.55114239,-0.058985119,-0.27334262,0.18556593
6764,0.19526191,-0.021556984,0.091478645,-0.038951248,-0.23078396,-0.098460894,0.29043901,0.0034905807,-0.41887373,0.089341667,0.082286726,0.075117389,-0.015259661,-0.040878458,-16486511,0000,-0.7355916,0.32127568,-0.42343866,-0.023770123,-0.29236647,0.19324222
6765,0.19526844,-0.022397378,0.091661524,-0.03878233,-0.23062663,-0.098493311,0.29034457,0.0034455995,-0.41913836,0.089761265,0.082721147,0.075826798,-0.01544946,-0.04214634,-15894951,0000,-0.59927567,0.38042267,-0.2540632,-0.012325249,-0.33475293,0.19657974
6766,0.1952751,-0.023233337,0.091843984,-0.038613293,-0.23046959,-0.098523871,0.29024642,0.0034216137,-0.41890665,0.090054989,0.08308066,0.076365579,-0.015415541,-0.043532149,-16203591,0000,-0.7304476,0.37773417,-0.29707919,0.0088037491,-0.39282573,0.20826105
6767,0.19528157,-0.024071754,0.092023208,-0.038447371,-0.23031188,-0.09855497,0.29014432,0.0033844372,-0.41896696,0.089966396,0.083056686,0.076863695,-0.015442348,-0.045036277,-16203591,0000,-0.38837179,0.38445542,-0.13308072,-0.00088037491,-0.44088597,0.19324222
6768,0.19528816,-0.024907713,0.092200395,-0.03828115,-0.2301557,-0.098584751,0.29004874,0.0033666733,-0.41876952,0.089691797,0.083067472,0.077108808,-0.015331956,-0.045586445,-15997831,0000,-0.10802394,0.36966867,-0.25003045,0.014966373,-0.45557104,0.18823595
6769,0.19529475,-0.025744692,0.092376683,-0.038115707,-0.22999971,-0.098613034,0.28995203,0.0033524732,-0.41871345,0.089382234,0.082998204,0.077285699,-0.015093838,-0.046140418,-16409351,0000,-0.13117193,0.36563593,-0.26347295,-0.011444874,-0.47759865,0.19524473
6770,0.19530128,-0.02658131,0.092551353,-0.037951284,-0.22984487,-0.098639878,0.28985574,0.0033351244,-0.41863263,0.088972792,0.082840918,0.077312178,-0.014759539,-0.046541665,-16332191,0000,0.064299965,0.36698018,-0.19760471,0.0088037491,-0.46591734,0.20692604
6771,0.19530781,-0.027412416,0.092724884,-0.037784943,-0.22969205,-0.098664566,0.28975489,0.0033212344,-0.41801671,0.088531398,0.082906835,0.077132038,-0.014276378,-0.047318051,-15509152,0000,0.24691187,0.39924217,-0.31455444,0.0026411247,-0.42252962,0.19858225
6772,0.19531446,-0.028246399,0.092898895,-0.03762016,-0.22953952,-0.098687456,0.2896586,0.0033221107,-0.41781159,0.088226204,0.082803776,0.076959144,-0.013710091,-0.047483772,-16023551,0000,0.21347588,0.40999617,-0.4919954,0.020248623,-0.44021846,0.19591224
6773,0.19532117,-0.029077804,0.093072067,-0.037456575,-0.22938573,-0.098710885,0.28956284,0.0033288113,-0.41738983,0.087898175,0.08260149,0.076945481,-0.013310992,-0.047562406,-15792071,0000,0.22119188,0.36429168,-0.4866184,-0.009684124,-0.42119462,0.19491098
6774,0.19532789,-0.029913824,0.093246078,-0.037294908,-0.22923742,-0.098733715,0.28947032,0.0033341609,-0.41751381,0.087719636,0.082247915,0.076388053,-0.012931782,-0.047301752,-16486511,0000,-0.13631593,0.33740668,-0.5000609,-0.014966373,-0.34276297,0.19724724
6775,0.1953346,-0.030749244,0.093421647,-0.037131503,-0.22908881,-0.098754627,0.28937757,0.0033384514,-0.41755309,0.087732597,0.082138824,0.075970892,-0.012436679,-0.047117194,-16357911,0000,-0.29063584,0.34681643,-0.40461917,-0.038736496,-0.29737275,0.19324222
6776,0.19534143,-0.031583286,0.093597156,-0.036965941,-0.22894117,-0.098774521,0.2892896,0.0033538612,-0.41744668,0.087736967,0.082267264,0.075541274,-0.011938724,-0.046490171,-16229311,0000,-0.38579979,0.35488193,-0.56324063,-0.013205624,-0.29537024,0.19457723
6777,0.19534838,-0.032418407,0.09377644,-0.036801997,-0.22879496,-0.098795553,0.28920146,0.0033781663,-0.41746941,0.088117978,0.082208234,0.075053764,-0.01165421,-0.04600654,-16357911,0000,-0.41151978,0.32530843,-0.54307689,-0.04665987,-0.3177316,0.18890345
6778,0.19535539,-0.033249693,0.093956563,-0.036638412,-0.22864808,-0.098818623,0.28911265,0.0034036209,-0.41710411,0.088506671,0.082125046,0.074730882,-0.011630333,-0.045685544,-16898031,0000,-0.62499566,0.33606243,-0.60356813,-0.014966373,-0.30571654,0.19424348
6779,0.1953624,-0.034083974,0.094132252,-0.036476086,-0.22849929,-0.098842591,0.28902205,0.0034239737,-0.41711147,0.088374214,0.081932668,0.074664318,-0.011701106,-0.045608505,-16074991,0000,-11471114,0000,0.43688116,-0.55517514,-0.0088037491,-0.2686701,0.19257472
6780,0.19536959,-0.034919694,0.094306802,-0.036314598,-0.22835174,-0.09886662,0.28893409,0.0034582219,-0.41726117,0.088154398,0.08169488,0.074486433,-0.011763723,-0.045283219,-15560592,0000,-12679953,0000,0.44897941,-0.23389945,0.012325249,-0.22561613,0.21093106
6781,0.19537684,-0.035755594,0.094481472,-0.036151313,-0.22819997,-0.098890408,0.28885074,0.0034916309,-0.4173989,0.087990523,0.081684408,0.074765971,-0.011789851,-0.044561614,-16357911,0000,-16846591,0000,0.33337393,-0.35891468,-0.022009373,-0.22661739,0.20625854
6782,0.19538391,-0.036592692,0.094654344,-0.035988208,-0.22804714,-0.098916354,0.28876577,0.0035003703,-0.41762893,0.087679664,0.081658065,0.075095054,-0.012026466,-0.044146099,-1759247,0000,-20190189,0000,0.27825969,-0.19088346,-0.069549618,-0.2990415,0.17421838
6783,0.19539092,-0.037431888,0.094826678,-0.035823005,-0.22789423,-0.098944277,0.28867745,0.0035013732,-0.41802269,0.087377047,0.081846702,0.07536792,-0.012413492,-0.04414926,-17078071,0000,-23199427,0000,0.30783319,-0.028229244,-0.04842062,-0.31038906,0.18656719
6784,0.19539805,-0.038268926,0.094998951,-0.035656664,-0.22773862,-0.098971901,0.28858439,0.0035141637,-0.41812196,0.087128954,0.082111462,0.075854662,-0.012693159,-0.044625154,-16074991,0000,-27211745,0000,0.39655367,0.11829398,-0.016727123,-0.32073536,0.21026356
6785,0.19540572,-0.039108301,0.095172602,-0.035487267,-0.2275788,-0.099000124,0.28849331,0.0035783159,-0.41843509,0.087068305,0.082628877,0.076665884,-0.012976812,-0.044808135,-16100711,0000,-27340345,0000,0.38176692,0.21911271,0.0070429993,-0.39349323,0.21460233
6786,0.19541321,-0.039946837,0.095346254,-0.03531775,-0.22742272,-0.099029485,0.28839546,0.0036116717,-0.41860168,0.087019787,0.083054787,0.07694096,-0.013317584,-0.045631631,-16563671,0000,-27468945,0000,0.28901369,0.40730767,-0.053702869,-0.44455724,0.19357597
6787,0.1954207,-0.040786032,0.095520804,-0.035146676,-0.22726606,-0.099058727,0.28829054,0.0036383454,-0.41880089,0.087070856,0.083551307,0.077218547,-0.013578225,-0.046997493,-17360991,0000,-29423664,0000,0.26078445,0.4704874,-0.062506618,-0.48861246,0.19357597
6788,0.19542807,-0.041625467,0.095697272,-0.034974462,-0.22710758,-0.09908659,0.28817465,0.0036477071,-0.41898421,0.087303458,0.084062384,0.077622776,-0.013648911,-0.049186741,-16409351,0000,-27083145,0000,0.30111194,0.61969912,-0.04665987,-0.52599265,0.19657974
6789,0.19543562,-0.042462925,0.095875058,-0.034800991,-0.22695112,-0.099112177,0.2880614,0.0036731733,-0.41893313,0.087621367,0.084597073,0.077744836,-0.013477759,-0.050674485,-15894951,0000,-27186025,0000,0.38176692,0.65599387,0.012325249,-0.56203783,0.20759354
6790,0.19544335,-0.043296668,0.096054222,-0.034625542,-0.22679455,-0.099136445,0.28794923,0.0037115231,-0.41852076,0.088013509,0.085222559,0.077852048,-0.013209011,-0.051756819,-15637751,0000,-24794066,0000,0.38042267,0.61432212,0.011444874,-0.62545065,0.198916
6791,0.19545138,-0.044135024,0.096233086,-0.034450991,-0.22663837,-0.099160113,0.28783849,0.0037721572,-0.41865226,0.088297258,0.085633074,0.07789949,-0.012934094,-0.052478882,-16280751,0000,-21836268,0000,0.34547218,0.64523987,-0.0017607498,-0.63412819,0.19357597
6792,0.19545929,-0.044967808,0.096407217,-0.034279138,-0.22648737,-0.099182584,0.28773195,0.0038086872,-0.41820018,0.088050891,0.085691833,0.07741971,-0.012594321,-0.052637076,-16332191,0000,-22067748,0000,0.37235717,0.61297787,-0.014966373,-0.60242178,0.19324222
6793,0.19546714,-0.045806224,0.096580749,-0.034109681,-0.22633743,-0.099203676,0.28762553,0.0038319225,-0.41840178,0.087793867,0.085499162,0.076930432,-0.012184676,-0.052751653,-15071912,0000,-21450468,0000,0.40461917,0.60760088,0.024650497,-0.59240923,0.2079273
6794,0.19547523,-0.046637929,0.096754879,-0.03394328,-0.22618537,-0.09922357,0.28751821,0.0038744654,-0.41789195,0.087648167,0.08503943,0.076749934,-0.011737122,-0.052933199,-16255031,0000,-1885275,0000,0.36832442,0.64120712,-0.023770123,-0.5476865,0.19758099
6795,0.19548326,-0.047470174,0.096926494,-0.033775261,-0.22603648,-0.099242086,0.28740718,0.0039025219,-0.41753801,0.087279953,0.084833425,0.076289141,-0.011241263,-0.05344994,-16409351,0000,-1869843,0000,0.32530843,0.41402892,-0.0044018745,-0.54167897,0.20292102
6796,0.19549153,-0.048302239,0.097098827,-0.03360856,-0.22588653,-0.09926114,0.28730286,0.0039489218,-0.41723688,0.087057278,0.084536794,0.076025978,-0.010898495,-0.053192222,-16357911,0000,-20601709,0000,0.30917744,0.30380044,-0.038736496,-0.53834146,0.17722214
6797,0.19549974,-0.049133465,0.097273137,-0.033444736,-0.22573438,-0.099280855,0.28720081,0.003980064,-0.41691208,0.087076873,0.08401187,0.076035952,-0.010690211,-0.052758347,-17052351,0000,-23405187,0000,0.32127568,0.31993143,-0.04842062,-0.45089852,0.18790219
6798,0.19550789,-0.049970023,0.097447807,-0.033280312,-0.2255853,-0.099298172,0.28709936,0.0039989781,-0.41718556,0.087128502,0.08365185,0.075737137,-0.010283884,-0.052351327,-16409351,0000,-22993667,0000,0.30245619,0.32261993,-0.025530872,-0.36078556,0.21026356
6799,0.1955164,-0.050802627,0.097623137,-0.033115589,-0.2254365,-0.099314171,0.28699546,0.0040500632,-0.41700884,0.087235725,0.0833938,0.075469322,-0.0098269964,-0.052271378,-16563671,0000,-25051266,0000,0.34278368,0.28766944,-0.052822495,-0.33608794,0.18890345
6800,0.19552503,-0.051637269,0.097800383,-0.032950087,-0.22528445,-0.099331428,0.28689449,0.0041029086,-0.41707121,0.087513249,0.083265255,0.075581045,-0.009587335,-0.05191381,-16640831,0000,-25076986,0000,0.36698018,0.19491621,-0.029052372,-0.38481569,0.19090596
6801,0.19553401,-0.052469873,0.097978768,-0.032785544,-0.22513354,-0.099350063,0.28679185,0.0041811497,-0.41691737,0.087849119,0.083066547,0.075555372,-0.0095334106,-0.051795537,-16357911,0000,-24896946,0000,0.34278368,0.14921172,-0.028171997,-0.39916701,0.19791475
6802,0.195543,-0.053301218,0.098156854,-0.032619802,-0.22498053,-0.099369658,0.28668938,0.0042437316,-0.41666847,0.088087849,0.083027418,0.075745756,-0.0095861442,-0.051682941,-16666551,0000,-29397944,0000,0.37235717,0.090064732,-0.027291622,-0.40383953,0.19991726
6803,0.19555205,-0.0541355,0.098333501,-0.032453161,-0.22482224,-0.09939057,0.28658506,0.0042997967,-0.41676295,0.08813503,0.083086,0.076425362,-0.0097601689,-0.051778622,-16795151,0000,-28497744,0000,0.32665268,0.24196495,-0.057224369,-0.37914191,0.19357597
6804,0.19556122,-0.054968704,0.09850937,-0.03228658,-0.22466203,-0.099411722,0.28648224,0.0043566261,-0.41673069,0.088094878,0.083126877,0.077160807,-0.0099233542,-0.051705363,-17129511,0000,-32072822,0000,0.31724294,0.32396418,-0.073071117,-0.32240412,0.198916
6805,0.19557057,-0.055802446,0.098682003,-0.032118861,-0.22449828,-0.099432575,0.28637504,0.0044200774,-0.4167588,0.087739172,0.083273418,0.078103883,-0.010023937,-0.052084179,-17155231,0000,-3675386,0000,0.31455444,0.42881566,-0.071310368,-0.37046436,0.19190722
6806,0.19557997,-0.056638406,0.098854216,-0.031951921,-0.22433098,-0.099456064,0.28626155,0.0044768162,-0.417003,0.087412676,0.083312765,0.0792131,-0.010368058,-0.053016412,-16846591,0000,-39557338,0000,0.30648894,0.68691161,-0.071310368,-0.4171896,0.18823595
6807,0.1955895,-0.057473706,0.099027868,-0.031783543,-0.22416263,-0.099481111,0.28615051,0.0045342064,-0.41713245,0.087295283,0.083488047,0.080205908,-0.010799146,-0.053516511,-17103791,0000,-42103617,0000,0.32127568,0.82671358,-0.04665987,-0.45924231,0.19591224
6808,0.19559921,-0.058309366,0.099200081,-0.031613606,-0.22399197,-0.099507596,0.28603882,0.0045980845,-0.41727196,0.087057554,0.083784065,0.081230259,-0.011287832,-0.053982509,-16486511,0000,-46758934,0000,0.35084918,0.9597943,-0.041377621,-0.54535024,0.198916
6809,0.19560874,-0.059146944,0.09937511,-0.03144337,-0.22382668,-0.099536059,0.28592725,0.0046312101,-0.41757531,0.087149001,0.084050844,0.081512859,-0.011876516,-0.054343319,-16537951,0000,-48636493,0000,0.31589869,12501522,0000,-0.038736496,-0.59174173,0.20492353
6810,0.1956185,-0.059984221,0.099551818,-0.031270498,-0.2236614,-0.099564461,0.28581256,0.0046816871,-0.41778803,0.08738994,0.084527922,0.081738922,-0.012341474,-0.054943552,-16743711,0000,-49073733,0000,0.28498094,13442497,0000,-0.058104744,-0.61143307,0.19357597
6811,0.19562815,-0.060822818,0.099726668,-0.031095468,-0.22349439,-0.099593163,0.28570542,0.0047100804,-0.41809005,0.087396944,0.085125295,0.082092368,-0.012743406,-0.054668741,-17232391,0000,-50051093,0000,0.28363669,14813632,0000,-0.075712242,-0.65081577,0.17288337
6812,0.19563768,-0.061661713,0.099902416,-0.030919001,-0.22333188,-0.099621926,0.28559978,0.0047208068,-0.41836161,0.087492421,0.085747009,0.081924498,-0.01307094,-0.054299089,-17000911,0000,-49768173,0000,0.27557119,15956244,0000,-0.062506618,-0.6865272,0.19557848
6813,0.19564727,-0.062496115,0.10007894,-0.030741574,-0.22317043,-0.09964907,0.2854915,0.0047353875,-0.41812945,0.087646698,0.086340254,0.081684749,-0.013171176,-0.054267021,-16332191,0000,-49510973,0000,0.33606243,15714279,0000,-0.033454247,-0.72323989,0.20025101
6814,0.19565685,-0.063332854,0.10025517,-0.030564327,-0.22300994,-0.099674716,0.28538304,0.0047470412,-0.41817742,0.087740155,0.086796872,0.081397062,-0.01310156,-0.054259333,-15997831,0000,-47119014,0000,0.39655367,15915917,0000,-0.029052372,-0.76329009,0.198916
6815,0.19566638,-0.064167315,0.10043134,-0.030385523,-0.2228504,-0.099697965,0.28527549,0.0047503864,-0.4179881,0.087808943,0.08731796,0.081071058,-0.01280619,-0.054163309,-15843511,0000,-44315536,0000,0.36294743,14961499,0000,-0.009684124,-0.7749714,0.2079273
6816,0.19567585,-0.065002676,0.10060607,-0.030208096,-0.22269125,-0.09971696,0.28516907,0.004747063,-0.41792652,0.087720148,0.087597014,0.080771893,-0.012144449,-0.053972639,-15894951,0000,-44006896,0000,0.36966867,14343145,0000,-0.023770123,-0.76996512,0.19023846
6817,0.19568514,-0.065837437,0.10077906,-0.030034026,-0.22253085,-0.099731881,0.28506115,0.0047264273,-0.41781734,0.087475353,0.087484696,0.080657195,-0.011207597,-0.053969908,-16332191,0000,-41717817,0000,0.37638992,15552969,0000,-0.042257996,-0.74026122,0.19557848
6818,0.19569418,-0.066666745,0.10094936,-0.029859415,-0.22236835,-0.099743565,0.28495712,0.0046859424,-0.4171847,0.087009863,0.087448773,0.080776377,-0.010134543,-0.05357823,-15612031,0000,-40663298,0000,0.36160318,14746419,0000,-0.041377621,-0.69186723,0.20559103
6819,0.19570317,-0.06749881,0.10112037,-0.029686363,-0.22220344,-0.099753932,0.28485178,0.0046475766,-0.41695423,0.086709379,0.087264241,0.081111391,-0.0091442727,-0.053396726,-15997831,0000,-41975017,0000,0.36698018,14141507,0000,-0.026411247,-0.71990237,0.20458978
6820,0.19571204,-0.068328657,0.10129366,-0.029517326,-0.22204161,-0.099766276,0.28474243,0.0046048958,-0.41654815,0.086696692,0.086715136,0.081072609,-0.0085497913,-0.053652981,-16074991,0000,-42798057,0000,0.32799693,1356348,0000,-0.053702869,-0.70688605,0.1982485
6821,0.19572091,-0.06916264,0.10146636,-0.029349247,-0.22187604,-0.099779099,0.28462834,0.0045707512,-0.41663674,0.086626623,0.086179989,0.081415502,-0.0081221374,-0.054331362,-16435071,0000,-46604615,0000,0.34009518,12998895,0000,-0.045779495,-0.62545065,0.19524473
6822,0.19572948,-0.069996742,0.10164079,-0.029181767,-0.22170787,-0.099790843,0.28451844,0.0045134703,-0.4167196,0.086744337,0.085691942,0.081948649,-0.0076721638,-0.054454632,-16512231,0000,-47401934,0000,0.34143943,13308072,0000,-0.070429993,-0.58106167,0.19190722
6823,0.19573811,-0.070828687,0.1018163,-0.029013509,-0.22154115,-0.099802708,0.28440723,0.0044736343,-0.41657017,0.08694637,0.085379411,0.082231386,-0.0073241731,-0.054685064,-16460791,0000,-49408093,0000,0.30783319,11587433,0000,-0.039616871,-0.54668525,0.20959605
